step,tokens_processed,split,loss,perplexity,wallclock_sec
8750,22400000,valid,3.1737939357757567,23.897979981805538,197.1503665447235
9000,23040000,train,3.1122580766677856,22.471730042470746,202.80044078826904
9000,23040000,valid,3.123559093475342,22.72712382802108,202.8005211353302
9250,23680000,train,3.205298376083374,24.662857725612422,208.61421394348145
9250,23680000,valid,3.1843713760375976,24.152101043317025,208.61523985862732
9500,24320000,train,3.160363054275513,23.579154888285913,214.12306952476501
9500,24320000,valid,3.1903041005134583,24.295814689526882,214.12315273284912
9750,24960000,train,3.131191372871399,22.90124722088955,219.58831238746643
9750,24960000,valid,3.1454062819480897,23.22911112490732,219.58839535713196
10000,25600000,train,3.0699010133743285,21.539770420280167,225.01219177246094
10000,25600000,valid,3.113112759590149,22.490944456320047,225.01227474212646
10250,26240000,train,3.1253037810325623,22.76681016824034,230.82870054244995
10250,26240000,valid,3.1142623901367186,22.516815601368158,230.83087754249573
10500,26880000,train,3.05834538936615,21.29229753767157,236.2491066455841
10500,26880000,valid,3.149202358722687,23.31745819418046,236.24918413162231
10750,27520000,train,3.134292817115784,22.97238441927714,241.6621482372284
10750,27520000,valid,3.1143718361854553,22.519280112728918,241.66222381591797
11000,28160000,train,3.1169427275657653,22.577249220071902,247.06558179855347
11000,28160000,valid,3.0809931993484496,21.78002356256712,247.06565880775452
11250,28800000,train,3.0335440754890444,20.770715281289473,252.8985731601715
11250,28800000,valid,3.040523636341095,20.916192846727167,252.89865851402283
11500,29440000,train,3.0358631014823914,20.81893900434904,258.5708906650543
