step,tokens_processed,split,loss,perplexity,wallclock_sec
10500,26880000,valid,2.1762837767601013,8.813492419355295,258.8237738609314
10750,27520000,train,2.077460104227066,7.98416419438808,264.7445423603058
10750,27520000,valid,2.051315873861313,7.778129412434284,264.74462699890137
11000,28160000,train,2.1207351624965667,8.337264479413696,271.0214204788208
11000,28160000,valid,2.084968763589859,8.044340201463317,271.0215015411377
11250,28800000,train,2.0510924994945525,7.776392171736945,277.0732524394989
11250,28800000,valid,2.074232667684555,7.958437349317298,277.07333540916443
11500,29440000,train,2.0435704946517945,7.718117557892976,282.9984247684479
11500,29440000,valid,2.0455292224884034,7.733250064993155,282.9985091686249
11750,30080000,train,2.088281625509262,8.071034182105455,289.1129593849182
11750,30080000,valid,2.0579606771469114,7.829985648752236,289.1130347251892
12000,30720000,train,2.0885446548461912,8.073157380094147,295.15923404693604
12000,30720000,valid,2.0751784265041353,7.965967672003741,295.1593089103699
12250,31360000,train,2.0704519152641296,7.92840527573692,301.2464408874512
12250,31360000,valid,2.0297550559043884,7.612221561677758,301.24787402153015
12500,32000000,train,2.086249130964279,8.054646508727831,307.4950544834137
12500,32000000,valid,2.0525343239307405,7.787612450888087,307.4951434135437
12750,32640000,train,2.078485429286957,7.9923547562955015,313.6738600730896
12750,32640000,valid,2.0363979995250703,7.6629574515926455,313.67394399642944
13000,33280000,train,2.002892482280731,7.410459752690034,319.6516635417938
13000,33280000,valid,2.036728763580322,7.665492501703173,319.65174746513367
13250,33920000,train,2.0611675798892977,7.855135956943937,325.72440695762634
13250,33920000,valid,2.081986701488495,8.02038721181992,325.7244951725006
13500,34560000,train,2.021034747362137,7.546129232544461,331.68213510513306
13500,34560000,valid,2.0511588573455812,7.776908213531741,331.6822204589844
13750,35200000,train,2.0139912366867065,7.493164737697763,337.60980582237244
13750,35200000,valid,2.059539008140564,7.842353715665648,337.60989332199097
14000,35840000,train,2.0021819531917573,7.405196275621302,343.4799311161041
14000,35840000,valid,2.0028118014335634,7.409861894637458,343.4800202846527
14250,36480000,train,2.0160801708698273,7.508833825807117,349.74859142303467
14250,36480000,valid,2.0533183455467223,7.7937205014954465,349.7486746311188
14500,37120000,train,2.0647987008094786,7.883710753321877,355.65694403648376
14500,37120000,valid,2.0542715787887573,7.801153276978118,355.65703082084656
14750,37760000,train,2.0149753749370576,7.5005426775932635,361.57157826423645
14750,37760000,valid,2.022725886106491,7.558901580922097,361.57165455818176
15000,38400000,train,2.0019690871238707,7.403620128368267,367.4745683670044
15000,38400000,valid,1.992195236682892,7.331610730298134,367.4746513366699
15250,39040000,train,2.091685748100281,8.098555788782352,373.7089741230011
15250,39040000,valid,2.0724615275859835,7.944354316999041,373.70905113220215
15500,39680000,train,2.0275426685810087,7.595398995070224,379.62946939468384
15500,39680000,valid,1.9915853977203368,7.327140991465484,379.6295566558838
15750,40320000,train,2.03730229139328,7.669890135815113,385.76416301727295
15750,40320000,valid,1.9888298332691192,7.306978374673501,385.76572155952454
16000,40960000,train,2.0381223917007447,7.676182795026906,391.9235806465149
16000,40960000,valid,1.9977662444114686,7.372569174311045,391.9236629009247
